type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-11-14 13:10:15,51.51448555,0.05999842,3.79,45.644,,0.000,,25,42,20251114-131015,GPS Logger: 20251114-131015 - Only bus 2
T,2025-11-14 13:10:16,51.51448490,0.06000056,3.79,45.254,,0.000,,25,42,,
T,2025-11-14 13:10:17,51.51448490,0.06000849,3.79,44.720,,0.540,75,25,42,,
T,2025-11-14 13:10:18,51.51448696,0.06002824,3.79,45.103,,1.650,80,25,42,,
T,2025-11-14 13:10:19,51.51448910,0.06005912,3.79,45.569,,2.060,88,24,42,,
T,2025-11-14 13:10:20,51.51448712,0.06009907,3.79,44.925,,2.740,96,25,42,,
T,2025-11-14 13:10:21,51.51447919,0.06015102,3.79,44.063,,3.620,105,25,42,,
T,2025-11-14 13:10:22,51.51446629,0.06021189,3.79,43.916,,4.180,108,25,42,,
T,2025-11-14 13:10:23,51.51445056,0.06027452,3.79,43.530,,4.430,112,25,42,,
T,2025-11-14 13:10:24,51.51443355,0.06033584,3.79,43.479,,4.500,114,24,42,,
T,2025-11-14 13:10:25,51.51441896,0.06039577,3.79,43.748,,4.330,112,24,42,,
T,2025-11-14 13:10:26,51.51441000,0.06045341,3.79,43.422,,3.890,105,24,42,,
T,2025-11-14 13:10:27,51.51440758,0.06050788,3.79,43.205,,3.570,95,25,42,,
T,2025-11-14 13:10:28,51.51441371,0.06055709,3.79,43.234,,3.360,78,26,42,,
T,2025-11-14 13:10:29,51.51443332,0.06060112,3.79,43.194,,3.710,55,26,42,,
T,2025-11-14 13:10:30,51.51446969,0.06062972,3.79,42.992,,4.400,23,26,42,,
T,2025-11-14 13:10:31,51.51451312,0.06063727,3.79,43.021,,4.570,358,26,42,,
T,2025-11-14 13:10:32,51.51457417,0.06062362,3.79,42.373,,5.600,335,26,42,,
T,2025-11-14 13:10:33,51.51463282,0.06061727,3.79,42.466,,6.370,355,25,42,,
T,2025-11-14 13:10:34,51.51469995,0.06061092,3.79,42.418,,7.190,357,26,42,,
T,2025-11-14 13:10:35,51.51477308,0.06060899,3.79,42.319,,8.030,345,25,42,,
T,2025-11-14 13:10:36,51.51485034,0.06060096,3.79,41.773,,8.980,358,25,42,,
T,2025-11-14 13:10:37,51.51493604,0.06059307,3.79,41.293,,9.620,358,25,42,,
T,2025-11-14 13:10:38,51.51502075,0.06058794,3.79,41.379,,9.300,358,25,42,,
T,2025-11-14 13:10:39,51.51509401,0.06058339,3.79,41.357,,7.930,356,26,42,,
T,2025-11-14 13:10:40,51.51515905,0.06058209,3.79,41.422,,6.900,357,26,42,,
T,2025-11-14 13:10:41,51.51520228,0.06058125,3.79,41.886,,4.270,358,26,42,,
T,2025-11-14 13:10:42,51.51523433,0.06058133,3.79,41.579,,3.090,355,26,42,,
T,2025-11-14 13:10:43,51.51525767,0.06057497,3.79,41.323,,2.220,352,26,42,,
T,2025-11-14 13:10:44,51.51528108,0.06056572,3.79,41.023,,2.460,351,26,42,,
T,2025-11-14 13:10:45,51.51529927,0.06055892,3.79,41.015,,2.210,346,26,42,,
T,2025-11-14 13:10:46,51.51531810,0.06055495,3.79,40.502,,1.760,346,26,42,,
T,2025-11-14 13:10:47,51.51533177,0.06055031,3.79,40.147,,1.370,344,25,42,,
T,2025-11-14 13:10:48,51.51534176,0.06054527,3.79,40.407,,0.990,342,25,42,,
T,2025-11-14 13:10:49,51.51534966,0.06054004,3.79,40.309,,0.780,328,24,42,,
T,2025-11-14 13:10:50,51.51536255,0.06053504,3.79,39.791,,1.430,342,24,42,,
T,2025-11-14 13:10:51,51.51538215,0.06052633,3.79,39.596,,2.470,347,24,42,,
T,2025-11-14 13:10:52,51.51541517,0.06051522,3.79,40.174,,4.140,346,24,42,,
T,2025-11-14 13:10:53,51.51545321,0.06049755,3.79,39.307,,4.590,342,24,42,,
T,2025-11-14 13:10:54,51.51549234,0.06047257,3.79,39.432,,4.820,338,25,42,,
T,2025-11-14 13:10:55,51.51553187,0.06044080,3.79,38.939,,4.890,333,25,42,,
T,2025-11-14 13:10:56,51.51556990,0.06040615,3.79,38.744,,4.850,330,25,42,,
T,2025-11-14 13:10:57,51.51560968,0.06034020,3.79,38.449,,5.710,322,25,42,,
T,2025-11-14 13:10:58,51.51565604,0.06029568,3.79,38.913,,6.420,332,25,42,,
T,2025-11-14 13:10:59,51.51570496,0.06026914,3.79,38.247,,6.400,349,25,42,,
T,2025-11-14 13:11:00,51.51576395,0.06026639,3.79,37.688,,7.120,5,24,42,,
T,2025-11-14 13:11:01,51.51582703,0.06028012,3.79,37.069,,7.230,10,24,42,,
T,2025-11-14 13:11:02,51.51589890,0.06030354,3.79,36.705,,7.900,10,23,42,,
T,2025-11-14 13:11:03,51.51597479,0.06032564,3.79,36.411,,8.420,9,23,42,,
T,2025-11-14 13:11:04,51.51605286,0.06034503,3.79,36.747,,8.570,7,23,42,,
T,2025-11-14 13:11:05,51.51612872,0.06035974,3.79,36.905,,8.440,6,24,42,,
T,2025-11-14 13:11:06,51.51620616,0.06037178,3.79,36.548,,8.230,360,24,42,,
T,2025-11-14 13:11:07,51.51627773,0.06036166,3.79,36.517,,7.980,355,24,42,,
T,2025-11-14 13:11:08,51.51634746,0.06034104,3.79,36.877,,7.480,341,23,42,,
T,2025-11-14 13:11:09,51.51641029,0.06031843,3.79,35.714,,7.280,338,24,42,,
T,2025-11-14 13:11:10,51.51646833,0.06030273,3.79,34.748,,6.720,336,24,42,,
T,2025-11-14 13:11:11,51.51652549,0.06029174,3.79,34.192,,6.460,337,23,42,,
T,2025-11-14 13:11:12,51.51658324,0.06027494,3.79,34.134,,6.670,339,23,42,,
T,2025-11-14 13:11:13,51.51664345,0.06026966,3.79,33.992,,6.170,341,23,42,,
T,2025-11-14 13:11:14,51.51669325,0.06025837,3.79,34.377,,5.850,342,23,42,,
T,2025-11-14 13:11:15,51.51672807,0.06025014,3.79,34.185,,3.830,341,23,42,,
T,2025-11-14 13:11:16,51.51674261,0.06024331,3.79,34.625,,1.750,338,22,42,,
T,2025-11-14 13:11:17,51.51674185,0.06024186,3.79,33.642,,0.000,,22,42,,
T,2025-11-14 13:11:18,51.51674358,0.06024223,3.79,33.753,,0.000,,22,42,,
T,2025-11-14 13:11:19,51.51674475,0.06024145,3.79,33.733,,0.000,,22,42,,
T,2025-11-14 13:11:20,51.51674624,0.06023931,3.79,33.719,,0.000,,22,42,,
T,2025-11-14 13:11:21,51.51674770,0.06023880,3.79,33.801,,0.000,,22,42,,
T,2025-11-14 13:11:22,51.51674789,0.06023855,3.79,33.786,,0.000,,22,42,,
T,2025-11-14 13:11:23,51.51674865,0.06023817,3.79,33.774,,0.000,,22,42,,
T,2025-11-14 13:11:24,51.51674880,0.06023846,3.79,33.736,,0.000,,22,42,,
T,2025-11-14 13:11:25,51.51674901,0.06023880,3.79,33.731,,0.000,,21,42,,
T,2025-11-14 13:11:26,51.51677005,0.06023205,3.79,33.130,,1.620,350,22,42,,
T,2025-11-14 13:11:27,51.51679594,0.06022385,3.79,32.286,,2.960,349,22,42,,
T,2025-11-14 13:11:28,51.51682596,0.06021684,3.79,31.912,,3.880,351,22,42,,
T,2025-11-14 13:11:29,51.51686616,0.06021432,3.79,31.797,,5.300,352,22,42,,
T,2025-11-14 13:11:30,51.51691640,0.06019864,3.79,33.491,,5.980,350,22,42,,
T,2025-11-14 13:11:31,51.51697041,0.06018896,3.79,31.858,,6.560,351,22,42,,
T,2025-11-14 13:11:32,51.51701944,0.06017996,3.79,31.700,,6.020,350,23,42,,
T,2025-11-14 13:11:33,51.51709759,0.06015900,3.79,31.828,,8.090,351,23,42,,
T,2025-11-14 13:11:34,51.51718611,0.06013648,3.79,32.328,,9.640,350,23,42,,
T,2025-11-14 13:11:35,51.51727738,0.06009888,3.79,32.380,,10.310,341,23,42,,
T,2025-11-14 13:11:36,51.51738160,0.06007449,3.79,33.001,,10.890,353,23,42,,
T,2025-11-14 13:11:37,51.51748418,0.06005351,3.79,31.693,,11.560,356,23,42,,
T,2025-11-14 13:11:38,51.51758335,0.06002324,3.79,31.975,,11.350,360,22,42,,
T,2025-11-14 13:11:39,51.51769010,0.05999349,3.79,31.320,,11.250,354,23,42,,
T,2025-11-14 13:11:40,51.51778774,0.05997502,3.79,30.492,,10.990,357,24,42,,
T,2025-11-14 13:11:41,51.51788321,0.05993889,3.79,29.883,,10.620,355,25,42,,
T,2025-11-14 13:11:42,51.51797575,0.05990651,3.79,29.660,,10.270,347,25,42,,
T,2025-11-14 13:11:43,51.51807111,0.05989446,3.79,29.783,,9.980,355,25,42,,
T,2025-11-14 13:11:44,51.51815172,0.05986523,3.79,29.701,,9.400,355,25,42,,
T,2025-11-14 13:11:45,51.51823484,0.05985587,3.79,29.724,,8.810,356,25,42,,
T,2025-11-14 13:11:46,51.51830935,0.05983495,3.79,29.848,,8.440,355,25,42,,
T,2025-11-14 13:11:47,51.51838325,0.05980984,3.79,29.694,,8.430,355,25,42,,
T,2025-11-14 13:11:48,51.51845224,0.05980264,3.79,29.645,,8.080,355,25,42,,
T,2025-11-14 13:11:49,51.51853189,0.05978945,3.79,29.918,,8.490,357,24,42,,
T,2025-11-14 13:11:50,51.51860473,0.05977806,3.79,30.014,,8.400,357,23,42,,
T,2025-11-14 13:11:51,51.51867136,0.05976158,3.79,29.545,,8.110,356,23,42,,
T,2025-11-14 13:11:52,51.51874031,0.05973375,3.79,29.258,,7.810,353,23,42,,
T,2025-11-14 13:11:53,51.51880500,0.05970861,3.79,29.233,,7.230,353,25,42,,
T,2025-11-14 13:11:54,51.51885967,0.05969066,3.79,29.055,,6.430,357,25,42,,
T,2025-11-14 13:11:55,51.51890965,0.05967935,3.79,29.544,,5.610,358,25,42,,
T,2025-11-14 13:11:56,51.51895337,0.05966237,3.79,29.747,,5.000,354,25,42,,
T,2025-11-14 13:11:57,51.51898388,0.05965519,3.79,29.946,,4.220,353,25,42,,
T,2025-11-14 13:11:58,51.51902017,0.05964557,3.79,31.151,,3.840,354,25,42,,
T,2025-11-14 13:11:59,51.51905239,0.05963642,3.79,31.083,,3.630,355,25,42,,
T,2025-11-14 13:12:00,51.51909340,0.05963924,3.79,31.990,,4.040,354,25,42,,
T,2025-11-14 13:12:01,51.51913551,0.05963038,3.79,32.812,,4.450,353,24,42,,
T,2025-11-14 13:12:02,51.51917835,0.05962435,3.79,32.687,,4.900,353,24,42,,
T,2025-11-14 13:12:03,51.51922112,0.05961827,3.79,32.519,,4.930,353,24,42,,
T,2025-11-14 13:12:04,51.51926536,0.05961241,3.79,32.649,,4.910,351,23,42,,
T,2025-11-14 13:12:05,51.51930990,0.05960577,3.79,32.938,,4.970,351,24,42,,
T,2025-11-14 13:12:06,51.51935300,0.05959501,3.79,33.101,,4.870,347,24,42,,
T,2025-11-14 13:12:07,51.51939561,0.05958418,3.79,32.953,,4.670,353,24,42,,
T,2025-11-14 13:12:08,51.51943604,0.05957429,3.79,33.158,,4.490,359,24,42,,
T,2025-11-14 13:12:09,51.51946974,0.05956127,3.79,32.969,,3.940,343,24,42,,
T,2025-11-14 13:12:10,51.51949827,0.05954872,3.79,33.940,,3.120,343,24,42,,
T,2025-11-14 13:12:11,51.51952334,0.05953419,3.79,33.509,,2.960,340,24,42,,
T,2025-11-14 13:12:12,51.51954595,0.05952043,3.79,33.573,,2.510,341,24,42,,
T,2025-11-14 13:12:13,51.51956742,0.05951028,3.79,33.595,,2.510,343,24,42,,
T,2025-11-14 13:12:14,51.51958881,0.05949749,3.79,33.725,,2.580,336,23,42,,
T,2025-11-14 13:12:15,51.51960822,0.05948166,3.79,33.633,,2.470,337,23,42,,
T,2025-11-14 13:12:16,51.51962514,0.05947127,3.79,33.557,,2.110,336,22,42,,
T,2025-11-14 13:12:17,51.51963756,0.05946429,3.79,34.073,,1.500,335,21,42,,
T,2025-11-14 13:12:18,51.51964305,0.05946326,3.79,34.205,,0.590,336,21,42,,
T,2025-11-14 13:12:19,51.51964418,0.05946558,3.79,34.351,,0.000,,22,42,,
T,2025-11-14 13:12:20,51.51964299,0.05947475,3.79,34.191,,0.000,,22,42,,
T,2025-11-14 13:12:21,51.51964416,0.05947810,3.79,33.939,,0.000,,22,42,,
T,2025-11-14 13:12:22,51.51964519,0.05947866,3.79,34.004,,0.000,,22,42,,
T,2025-11-14 13:12:23,51.51964567,0.05947814,3.79,33.844,,0.000,,22,42,,
T,2025-11-14 13:12:24,51.51964685,0.05947915,3.79,33.769,,0.000,,22,42,,
T,2025-11-14 13:12:25,51.51964746,0.05947959,3.79,33.790,,0.000,,21,42,,
T,2025-11-14 13:12:26,51.51964853,0.05947838,3.79,33.793,,0.000,,21,42,,
T,2025-11-14 13:12:27,51.51964907,0.05947810,3.79,33.726,,0.000,,20,42,,
T,2025-11-14 13:12:28,51.51964933,0.05947748,3.79,33.737,,0.000,,20,42,,
T,2025-11-14 13:12:29,51.51965005,0.05947774,3.79,33.686,,0.000,,20,42,,
T,2025-11-14 13:12:30,51.51965021,0.05947822,3.79,33.835,,0.000,,20,42,,
T,2025-11-14 13:12:31,51.51965013,0.05947842,3.79,33.773,,0.000,,21,42,,
T,2025-11-14 13:12:32,51.51965002,0.05947820,3.79,33.881,,0.000,,19,42,,
T,2025-11-14 13:12:33,51.51965024,0.05947776,3.79,33.904,,0.000,,19,42,,
T,2025-11-14 13:12:34,51.51965003,0.05947747,3.79,33.912,,0.000,,20,42,,
T,2025-11-14 13:12:35,51.51964988,0.05947741,3.79,33.914,,0.000,,21,42,,
T,2025-11-14 13:12:36,51.51964984,0.05947716,3.79,34.040,,0.000,,21,42,,
T,2025-11-14 13:12:37,51.51964975,0.05947715,3.79,33.990,,0.000,,21,42,,
T,2025-11-14 13:12:38,51.51964969,0.05947719,3.79,34.039,,0.000,,21,41,,
T,2025-11-14 13:12:39,51.51964958,0.05947721,3.79,34.031,,0.000,,21,42,,
T,2025-11-14 13:12:40,51.51964946,0.05947724,3.79,34.070,,0.000,,21,42,,
T,2025-11-14 13:12:41,51.51964924,0.05947726,3.79,34.051,,0.000,,20,42,,
T,2025-11-14 13:12:42,51.51964893,0.05947713,3.79,34.035,,0.000,,21,42,,
T,2025-11-14 13:12:43,51.51964869,0.05947700,3.79,34.032,,0.000,,21,42,,
T,2025-11-14 13:12:44,51.51964859,0.05947686,3.79,34.062,,0.000,,22,42,,
T,2025-11-14 13:12:45,51.51964852,0.05947682,3.79,34.056,,0.000,,22,42,,
T,2025-11-14 13:12:46,51.51964852,0.05947681,3.79,34.056,,0.000,,22,42,,
T,2025-11-14 13:12:47,51.51964849,0.05947677,3.79,34.065,,0.000,,21,42,,
T,2025-11-14 13:12:48,51.51964865,0.05947670,3.79,34.043,,0.000,,21,42,,
T,2025-11-14 13:12:49,51.51964862,0.05947664,3.79,34.051,,0.000,,20,42,,
T,2025-11-14 13:12:50,51.51964860,0.05947664,3.79,34.044,,0.000,,19,42,,
T,2025-11-14 13:12:51,51.51964847,0.05947667,3.79,34.065,,0.000,,19,42,,
T,2025-11-14 13:12:52,51.51964846,0.05947671,3.79,34.064,,0.000,,19,42,,
T,2025-11-14 13:12:53,51.51964865,0.05947661,3.79,34.027,,0.000,,20,42,,
T,2025-11-14 13:12:54,51.51964914,0.05947629,3.79,33.912,,0.000,,21,42,,
T,2025-11-14 13:12:55,51.51964918,0.05947612,3.79,33.903,,0.000,,22,42,,
T,2025-11-14 13:12:56,51.51964913,0.05947612,3.79,33.915,,0.000,,22,42,,
T,2025-11-14 13:12:57,51.51964902,0.05947587,3.79,33.900,,0.000,,22,42,,
T,2025-11-14 13:12:58,51.51964888,0.05947577,3.79,33.904,,0.000,,22,42,,
T,2025-11-14 13:12:59,51.51964881,0.05947569,3.79,33.901,,0.000,,22,42,,
T,2025-11-14 13:13:00,51.51964881,0.05947567,3.79,33.902,,0.000,,22,42,,
T,2025-11-14 13:13:01,51.51964880,0.05947570,3.79,33.896,,0.000,,22,42,,
T,2025-11-14 13:13:02,51.51964882,0.05947576,3.79,33.893,,0.000,,22,42,,
T,2025-11-14 13:13:03,51.51964882,0.05947578,3.79,33.896,,0.000,,22,42,,
T,2025-11-14 13:13:04,51.51964884,0.05947580,3.79,33.892,,0.000,,21,42,,
T,2025-11-14 13:13:05,51.51964883,0.05947580,3.79,33.892,,0.000,,22,42,,
T,2025-11-14 13:13:06,51.51964882,0.05947578,3.79,33.893,,0.000,,22,42,,
T,2025-11-14 13:13:07,51.51964881,0.05947579,3.79,33.897,,0.000,,22,42,,
T,2025-11-14 13:13:08,51.51964883,0.05947579,3.79,33.896,,0.000,,23,42,,
T,2025-11-14 13:13:09,51.51964909,0.05947592,3.79,33.979,,0.000,,22,42,,
T,2025-11-14 13:13:10,51.51964915,0.05947594,3.79,33.981,,0.000,,23,42,,
T,2025-11-14 13:13:11,51.51964917,0.05947595,3.79,33.984,,0.000,,23,42,,
T,2025-11-14 13:13:12,51.51964919,0.05947596,3.79,33.989,,0.000,,23,42,,
T,2025-11-14 13:13:13,51.51964919,0.05947598,3.79,33.989,,0.000,,23,42,,
T,2025-11-14 13:13:14,51.51964917,0.05947599,3.79,33.992,,0.000,,23,42,,
T,2025-11-14 13:13:15,51.51964914,0.05947599,3.79,33.993,,0.000,,24,42,,
T,2025-11-14 13:13:16,51.51964913,0.05947601,3.79,33.998,,0.000,,23,42,,
T,2025-11-14 13:13:17,51.51964913,0.05947602,3.79,33.998,,0.000,,23,42,,
T,2025-11-14 13:13:18,51.51964918,0.05947597,3.79,33.975,,0.000,,23,42,,
T,2025-11-14 13:13:19,51.51964919,0.05947595,3.79,33.979,,0.000,,24,42,,
T,2025-11-14 13:13:20,51.51964919,0.05947595,3.79,33.982,,0.000,,24,42,,
T,2025-11-14 13:13:21,51.51964920,0.05947595,3.79,33.987,,0.000,,24,42,,
T,2025-11-14 13:13:22,51.51964919,0.05947596,3.79,33.996,,0.000,,24,42,,
T,2025-11-14 13:13:23,51.51964920,0.05947597,3.79,34.000,,0.000,,24,42,,
T,2025-11-14 13:13:24,51.51964945,0.05947606,3.79,34.081,,0.000,,24,42,,
T,2025-11-14 13:13:25,51.51964954,0.05947609,3.79,34.088,,0.000,,24,42,,
T,2025-11-14 13:13:26,51.51964958,0.05947609,3.79,34.087,,0.000,,24,42,,
T,2025-11-14 13:13:27,51.51964959,0.05947609,3.79,34.085,,0.000,,25,42,,
T,2025-11-14 13:13:28,51.51964960,0.05947610,3.79,34.084,,0.000,,25,42,,
T,2025-11-14 13:13:29,51.51964978,0.05947614,3.79,34.136,,0.000,,25,42,,
T,2025-11-14 13:13:30,51.51965304,0.05947117,3.79,33.917,,0.540,335,25,42,,
T,2025-11-14 13:13:31,51.51966140,0.05946306,3.79,33.875,,1.370,335,25,42,,
T,2025-11-14 13:13:32,51.51967952,0.05944757,3.79,34.291,,2.380,334,25,42,,
T,2025-11-14 13:13:33,51.51970517,0.05942717,3.79,34.460,,3.090,333,24,42,,
T,2025-11-14 13:13:34,51.51973834,0.05940068,3.79,34.397,,4.150,334,26,42,,
T,2025-11-14 13:13:35,51.51977825,0.05937079,3.79,35.351,,4.740,334,26,42,,
T,2025-11-14 13:13:36,51.51982334,0.05933875,3.79,35.270,,5.140,333,26,42,,
T,2025-11-14 13:13:37,51.51986948,0.05930430,3.79,34.935,,5.530,333,26,42,,
T,2025-11-14 13:13:38,51.51991480,0.05926626,3.79,34.935,,6.000,333,26,42,,
T,2025-11-14 13:13:39,51.51996886,0.05922608,3.79,35.101,,6.410,333,26,42,,
T,2025-11-14 13:13:40,51.52001985,0.05917512,3.79,35.112,,6.560,334,26,42,,
T,2025-11-14 13:13:41,51.52006979,0.05913611,3.79,35.331,,6.120,335,25,42,,
T,2025-11-14 13:13:42,51.52012119,0.05909537,3.79,35.825,,6.120,334,26,42,,
T,2025-11-14 13:13:43,51.52015306,0.05907104,3.79,35.615,,4.920,335,26,42,,
T,2025-11-14 13:13:44,51.52019427,0.05904258,3.79,35.815,,4.390,325,26,42,,
T,2025-11-14 13:13:45,51.52022970,0.05901231,3.79,34.184,,3.700,332,26,42,,
T,2025-11-14 13:13:46,51.52027488,0.05901545,3.79,33.728,,4.490,3,26,42,,
T,2025-11-14 13:13:47,51.52031829,0.05904353,3.82,33.449,,5.400,29,26,42,,
T,2025-11-14 13:13:48,51.52035367,0.05910225,3.79,33.696,,5.830,52,26,42,,
T,2025-11-14 13:13:49,51.52037457,0.05920050,3.79,34.242,,7.480,73,26,42,,
T,2025-11-14 13:13:50,51.52039306,0.05930523,3.79,33.083,,7.630,75,26,42,,
